BRANDS,CATEGORY_TAGS,CITY,ENCLOSED,INCLUDES_PARKING_LOT,LATITUDE,LOCATION_NAME,LONGITUDE,MEDIAN_DWELL,NAICS_CODE,NORMALIZED_VISITS_BY_TOTAL_VISITORS,NORMALIZED_VISITS_BY_TOTAL_VISITS,POSTAL_CODE,RAW_VISITOR_COUNTS,RAW_VISIT_COUNTS,REGION,STREET_ADDRESS,SUB_CATEGORY,TOP_CATEGORY,dwell_5_20,dwell_lt5,dwell_61_240,dwell_gt240,dwell_21_60,dwell_total_obs,peak_hour,evening_share,avg_daily_visits,max_daily_visits,std_daily_visits,dwell_lt5_share,dwell_5_20_share,dwell_21_60_share,dwell_61_240_share,dwell_gt240_share,fast_food_behavior_score,visit_volume_score,stability_score,zip_restaurant_count,competition_score,fast_food_behavior_score_norm
,"American Food,Cafe,Salad,Soup",Boston,False,False,42.334391,South Bay Cafe,-71.067707,23.0,722511,0.005090132831,0.0003506839343,2118.0,599.0,878.0,MA,20 Bradston St,Full-Service Restaurants,Restaurants and Other Eating Places,27,780,27,28,14,876.0,13,0.18977384464110128,27.29032258064516,49.0,8.557937452700203,0.8904109589041096,0.030821917808219176,0.01598173515981735,0.030821917808219176,0.0319634703196347,0.5465753424657535,0.020728450211538917,0.9616763481324638,44,0.4691358024691358,0.9109589041095891
,"Lebanese Food,Mediterranean Food,Middle Eastern Food",Boston,True,False,42.343933,Anoush'ella,-71.102513,39.0,722511,0.008946200696,0.0006153001658,2215.0,982.0,1529.0,MA,401 Park Dr,Full-Service Restaurants,Restaurants and Other Eating Places,118,872,175,236,125,1526.0,12,0.20677532758069672,48.45161290322581,97.0,19.124108597699596,0.5714285714285714,0.07732634338138926,0.08191349934469201,0.11467889908256881,0.15465268676277852,0.3737876802096985,0.036115247346900185,0.9133620595306116,74,0.09876543209876543,0.6229794670161641
,Cafe,Boston,False,False,42.337076,Atrium Cafe,-71.104104,120.0,722513,0.00190928304,0.0001320586787,2115.0,158.0,326.0,MA,260 Longwood Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,3,229,39,30,23,324.0,10,0.125,10.419354838709678,25.0,3.4805838734177836,0.7067901234567902,0.009259259259259259,0.07098765432098765,0.12037037037037036,0.09259259259259259,0.4277777777777778,0.007681580751140419,0.9848927737228439,75,0.0864197530864198,0.712962962962963
,"Cafeteria,Fine Dining",Boston,False,False,42.352297,Emerson College Dining Hall,-71.065667,5.0,722513,0.001753946223,0.0001217421372,2116.0,185.0,301.0,MA,120 Boylston St,Limited-Service Restaurants,Restaurants and Other Eating Places,26,211,36,26,0,299.0,13,0.15198618307426598,9.35483870967742,15.0,4.624956056263943,0.705685618729097,0.08695652173913043,0.0,0.12040133779264214,0.08695652173913043,0.45819397993311034,0.007090689924129618,0.9796600809005127,81,0.012345679012345734,0.7636566332218506
,"Coffee Shop,Sandwich Shop,Soup",Boston,False,False,42.352257,Abigail's Tea Room,-71.051236,26.0,722515,0.001357393681,9.431508687e-05,2210.0,220.0,231.0,MA,306 Congress St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,21,130,41,2,34,228.0,13,0.04986149584487535,7.548387096774194,19.0,3.2112575134825336,0.5701754385964912,0.09210526315789473,0.14912280701754385,0.17982456140350878,0.008771929824561403,0.37894736842105264,0.005436195608499374,0.9861242805102535,82,0.0,0.6315789473684211
,"Bakery,Coffee Shop",Boston,True,False,42.356877,Sunsets Cafe,-71.057942,12.0,722515,0.007136473973,0.0004937101517,2108.0,770.0,1213.0,MA,10 Milk St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,48,838,74,212,38,1210.0,12,0.19878658101356175,39.0,56.0,10.308155243113534,0.6925619834710743,0.03966942148760331,0.03140495867768595,0.06115702479338843,0.17520661157024794,0.4314049586776859,0.028646387293483656,0.9536733992608525,31,0.6296296296296297,0.7190082644628099
,Truck or Cart,Boston,True,False,42.358471,Tastes of Anatolia,-71.056766,1.0,722515,0.01541759128,0.001059236008,2127.0,1812.0,2638.0,MA,Congress St Ste,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,62,2129,102,301,41,2635.0,18,0.36949006050129646,84.06451612903226,150.0,27.537581925693043,0.8079696394686907,0.023529411764705882,0.01555977229601518,0.03870967741935484,0.11423149905123339,0.4941935483870967,0.06232716443309934,0.8748910776645795,38,0.5432098765432098,0.8236559139784946
,"Gourmet,Italian Food,Tapas",Boston,False,False,42.343434,Coppa Enoteca,-71.068715,1.0,722511,0.0004518414197,3.128006094e-05,2118.0,33.0,76.0,MA,253 Shawmut Ave,Full-Service Restaurants,Restaurants and Other Eating Places,0,76,0,0,0,76.0,13,0.5607476635514018,2.4193548387096775,5.0,1.6219103341905206,1.0,0.0,0.0,0.0,0.0,0.6,0.0017726724810324045,0.993391641340879,44,0.4691358024691358,1.0
,Italian Food,Boston,False,False,42.363103,Riccardo's Ristorante,-71.053662,284.0,722511,0.00139218118,9.673210845e-05,2113.0,144.0,237.0,MA,175 North St,Full-Service Restaurants,Restaurants and Other Eating Places,6,148,9,72,0,235.0,17,0.43370165745856354,7.580645161290323,13.0,1.718480077660284,0.6297872340425532,0.02553191489361702,0.0,0.03829787234042553,0.30638297872340425,0.3880851063829787,0.005578009406981966,0.9929500718837713,40,0.5185185185185186,0.6468085106382979
,"Brunch,Caribbean Food",Boston,False,False,42.315164,La Parada Dominican Kitchen,-71.098755,5.0,722511,0.0009238248515,6.395563262e-05,2119.0,116.0,157.0,MA,3094 Washington St,Full-Service Restaurants,Restaurants and Other Eating Places,20,119,0,4,12,155.0,15,0.25738396624472576,5.0,7.0,0.9837387536759294,0.7677419354838709,0.12903225806451613,0.07741935483870968,0.0,0.025806451612903226,0.512258064516129,0.0036871587605474014,0.9963097093425576,13,0.8518518518518519,0.853763440860215
,"American Food,Bar or Pub,Late Night",Boston,False,False,42.352389,Gather,-71.04515,1.0,722511,0.0008702022675,5.988465646e-05,2210.0,147.0,147.0,MA,75 Northern Ave,Full-Service Restaurants,Restaurants and Other Eating Places,0,147,0,0,0,147.0,10,0.28350515463917525,4.870967741935484,7.0,1.6212686287908467,1.0,0.0,0.0,0.0,0.0,0.6,0.0034508024297430807,0.9933945755674264,82,0.0,1.0
,American Food,Boston,False,False,42.356726,Hen Chicken Rice,-71.052238,1.0,722511,0.00250936061,0.0001740301671,2110.0,328.0,428.0,MA,190 High St,Full-Service Restaurants,Restaurants and Other Eating Places,25,365,11,7,17,425.0,16,0.17551020408163265,13.35483870967742,22.0,3.9882762635793667,0.8588235294117647,0.058823529411764705,0.04,0.02588235294117647,0.01647058823529412,0.5388235294117647,0.01009241532534449,0.9825713276358344,46,0.4444444444444444,0.8980392156862745
Yard House,"American Food,Bar or Pub,Casual Dining,Dinner,Drinks,Lunch",Boston,False,False,42.34636,Yard House,-71.078166,83.0,722511,0.004911466163,0.0003419513473,2116.0,538.0,834.0,MA,110 Huntington Ave,Full-Service Restaurants,Restaurants and Other Eating Places,32,553,86,140,21,832.0,17,0.23751783166904422,26.774193548387096,52.0,8.563650402754863,0.6646634615384616,0.038461538461538464,0.025240384615384616,0.10336538461538461,0.16826923076923078,0.41418269230769234,0.019688482355999907,0.9616502254136549,81,0.012345679012345734,0.6903044871794872
,"Italian Food,Sandwich Shop",Boston,True,False,42.349152,Harrison Cafe,-71.062604,260.0,722511,0.007866926673,0.0005465831512,2111.0,588.0,1351.0,MA,177 Harrison Ave,Full-Service Restaurants,Restaurants and Other Eating Places,32,669,128,459,61,1349.0,12,0.2462362478286045,43.16129032258065,66.0,11.957172969888902,0.49592290585618976,0.023721275018532245,0.0452186805040771,0.09488510007412898,0.3402520385470719,0.30704225352112674,0.03190810465858328,0.9461331921917382,66,0.19753086419753085,0.5117370892018779
Fogo de Chão,"Brazilian Food,Dinner,Drinks,Fine Dining,Lunch,Steak House,Wine Bar",Boston,True,False,42.348435,Fogo de Chão,-71.077052,110.0,722511,0.01146061633,0.0007912298868,2116.0,1325.0,1951.0,MA,200 Dartmouth St,Full-Service Restaurants,Restaurants and Other Eating Places,57,1360,140,347,45,1949.0,22,0.26465798045602607,62.774193548387096,92.0,11.128892004726328,0.6977937403796819,0.029245767060030785,0.023088763468445357,0.07183170856849666,0.1780400205233453,0.43037455105182143,0.04608948450684251,0.9499205438298218,81,0.012345679012345734,0.7172909184197024
,Truck or Cart,Boston,False,False,42.350868,Mobilehomeboston,-71.075622,1.0,722515,0.000835543099,5.771822426e-05,2116.0,136.0,143.0,MA,220 Clarendon St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,11,119,2,2,6,140.0,11,0.22865853658536586,4.451612903225806,7.0,1.3158760035078152,0.85,0.07857142857142857,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.5414285714285715,0.0033562598974213524,0.9947909969609776,81,0.012345679012345734,0.9023809523809525
,"Asian Food,Japanese Food,Thai Food",Boston,True,False,42.339182,Kigo Kitchen,-71.087575,12.0,722511,0.0135459585,0.0009323790837,2115.0,930.0,2331.0,MA,360 Huntington Ave,Full-Service Restaurants,Restaurants and Other Eating Places,212,1369,327,218,203,2329.0,16,0.3058792372881356,70.29032258064517,186.0,51.959161102509995,0.587805925289824,0.09102619149849721,0.08716187204808931,0.14040360669815372,0.09360240446543582,0.38909403177329327,0.0550710250774067,0.7632223181612721,75,0.0864197530864198,0.6484900529554888
,Coffee Shop,Boston,True,False,42.354197,Red Barn Coffee Roasters,-71.055641,43.0,722515,0.007971295738,0.0005445527386,2110.0,678.0,1377.0,MA,100 High St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,79,805,172,259,60,1375.0,14,0.21787322480083132,43.03225806451613,75.0,22.620977804609346,0.5854545454545454,0.05745454545454545,0.04363636363636364,0.12509090909090909,0.18836363636363637,0.3742545454545454,0.03252263111867451,0.8973724691911131,46,0.4444444444444444,0.6237575757575757
,"Japanese Food,Sushi",Boston,False,False,42.346851,Tori Japan,-71.088582,284.0,722511,0.0007747025946,5.407522139e-05,2215.0,56.0,132.0,MA,1110 Boylston St,Full-Service Restaurants,Restaurants and Other Eating Places,9,61,13,46,3,132.0,11,0.08520900321543408,4.258064516129032,11.0,1.759173961862707,0.4621212121212121,0.06818181818181818,0.022727272727272728,0.09848484848484848,0.3484848484848485,0.3045454545454545,0.0030962679335366,0.9927639972841168,74,0.09876543209876543,0.5075757575757576
,Cafe,Boston,False,False,42.358167,Beacon Hill Books & Coffee,-71.070404,2.0,722515,0.008400642717,0.0005743880251,2114.0,1045.0,1432.0,MA,71 Charles St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,78,1174,58,44,75,1429.0,14,0.26778711484593837,45.58064516129032,81.0,14.53976570239497,0.821553533939818,0.05458362491252624,0.052484254723582924,0.04058782365290413,0.03079076277116865,0.5147655703289012,0.03382259093809828,0.9343241717900199,52,0.37037037037037035,0.8579426172148354
,"Japanese Food,Sushi",Boston,False,False,42.335765,Moko Japanese Cuisine,-71.037561,342.0,722511,0.0006155792867,4.237991192e-05,2127.0,9.0,105.0,MA,674 E Broadway,Full-Service Restaurants,Restaurants and Other Eating Places,0,13,0,89,0,102.0,21,0.3682983682983683,3.3548387096774195,5.0,0.784872584554609,0.12745098039215685,0.0,0.0,0.0,0.8725490196078431,0.07647058823529411,0.0024581058403649342,0.9972190337663456,38,0.5432098765432098,0.12745098039215685
,"Italian Food,Pizza",Boston,False,False,42.346854,Rome Pizza & Grill,-71.06868,7.0,722511,0.0003235818076,2.1552995e-05,2116.0,56.0,56.0,MA,416 Tremont St,Full-Service Restaurants,Restaurants and Other Eating Places,0,56,0,0,0,56.0,12,0.3103448275862069,1.8064516129032258,9.0,3.104828236262185,1.0,0.0,0.0,0.0,0.0,0.6,0.0012999598194237633,0.9866109331249752,81,0.012345679012345734,1.0
,"Mexican Food,Truck or Cart",Boston,False,False,42.314143,MR Tamole,-71.103382,4.0,722511,0.001042430772,7.069744309e-05,2130.0,125.0,178.0,MA,31 Germania St,Full-Service Restaurants,Restaurants and Other Eating Places,17,142,17,0,0,176.0,14,0.25116279069767444,5.741935483870968,11.0,4.126763489596112,0.8068181818181818,0.09659090909090909,0.0,0.09659090909090909,0.0,0.5227272727272727,0.004183507055236475,0.9819380886210936,9,0.9012345679012346,0.8712121212121212
,"Ice Cream Shop,Pizza",Boston,True,False,42.315841,Boston Pizza Grill,-71.066099,16.0,722511,0.002336030736,0.0001605975855,2125.0,368.0,398.0,MA,535 Columbia Rd,Full-Service Restaurants,Restaurants and Other Eating Places,37,292,37,7,22,395.0,14,0.34057971014492755,13.0,18.0,4.173650061841514,0.739240506329114,0.09367088607594937,0.05569620253164557,0.09367088607594937,0.017721518987341773,0.48101265822784817,0.009383346332931527,0.9817236976792917,13,0.8518518518518519,0.8016877637130803
,"American Food,Salad,Seafood",Boston,True,False,42.360253,Tia's Waterfront,-71.051437,134.0,722511,0.00652812579,0.0004527406946,2110.0,779.0,1120.0,MA,200 Atlantic Ave Fl 1,Full-Service Restaurants,Restaurants and Other Eating Places,66,668,94,255,34,1117.0,20,0.30468033037626185,34.903225806451616,52.0,12.298320994005325,0.5980304386750224,0.05908683974932856,0.03043867502238138,0.08415398388540735,0.22829006266786034,0.38245299910474484,0.026448273417003475,0.9445732776430407,46,0.4444444444444444,0.6374216651745748
,Indian Food,Boston,True,False,42.338392,Chutney's,-71.106864,32.0,722513,0.01076632801,0.0007479816442,2115.0,935.0,1862.0,MA,350 Longwood Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,155,1137,140,338,89,1859.0,10,0.2656759695541863,58.483870967741936,105.0,26.028360422929666,0.6116191500806886,0.08337816030123722,0.047875201721355565,0.07530930607853685,0.18181818181818182,0.400322754168908,0.04398591316268406,0.8817920602672643,75,0.0864197530864198,0.6672045902815134
,Ice Cream Shop,Boston,False,,42.360149,Joey's Gelateria,-71.054664,30.0,722515,0.004606407311,0.0003141640985,2109.0,602.0,784.0,MA,Faneuil Hall Marketplace,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,110,368,129,48,127,782.0,14,0.23996913580246915,25.258064516129032,77.0,13.680614355982994,0.47058823529411764,0.14066496163682865,0.16240409207161124,0.1649616368286445,0.061381074168797956,0.33861892583120207,0.018506700701978303,0.9382526796225722,47,0.4320987654320988,0.5643648763853368
,"Italian Food,Pizza",Boston,False,False,42.27447,Boston House of Pizza,-71.115337,6.0,722511,0.001059065024,7.324999073e-05,2131.0,119.0,181.0,MA,956 American Legion Hwy,Full-Service Restaurants,Restaurants and Other Eating Places,28,132,2,2,15,179.0,16,0.3232758620689655,5.741935483870968,8.0,1.3432685686230335,0.7374301675977654,0.1564245810055866,0.08379888268156424,0.0111731843575419,0.0111731843575419,0.5050279329608939,0.0042544139544777706,0.994665743235824,3,0.9753086419753086,0.8417132216014899
,"Mediterranean Food,Middle Eastern Food",Boston,False,False,42.354751,Aceituna Grill,-71.055702,2.0,722511,0.009610634673,0.000660944226,2110.0,883.0,1659.0,MA,100 Federal St,Full-Service Restaurants,Restaurants and Other Eating Places,68,1205,98,223,62,1656.0,8,0.17927964386887899,51.645161290322584,103.0,27.887502562394033,0.7276570048309179,0.04106280193236715,0.03743961352657005,0.059178743961352656,0.13466183574879226,0.45301932367149755,0.03918787964735636,0.8732910499537547,46,0.4444444444444444,0.7550322061191627
,Middle Eastern Food,Boston,True,False,42.338392,Sami's Wrap N Roll,-71.106875,32.0,722511,0.01076632801,0.0007479816442,2115.0,935.0,1862.0,MA,350 Longwood Ave,Full-Service Restaurants,Restaurants and Other Eating Places,155,1137,140,338,89,1859.0,10,0.2656759695541863,58.483870967741936,105.0,26.028360422929666,0.6116191500806886,0.08337816030123722,0.047875201721355565,0.07530930607853685,0.18181818181818182,0.400322754168908,0.04398591316268406,0.8817920602672643,75,0.0864197530864198,0.6672045902815134
,"American Food,Burgers",Boston,False,False,42.354554,Back Deck,-71.062257,1.0,722511,0.001446123045,0.0001007357176,2111.0,181.0,245.0,MA,2 West St,Full-Service Restaurants,Restaurants and Other Eating Places,10,196,15,11,11,243.0,19,0.3354564755838641,7.967741935483871,15.0,2.4426832280829096,0.8065843621399177,0.0411522633744856,0.04526748971193416,0.06172839506172839,0.04526748971193416,0.5004115226337449,0.005767094471625422,0.9896386206933891,66,0.19753086419753085,0.8340192043895749
,"Bar or Pub,Late Night,Pizza,Wine Bar",Boston,False,False,42.37671,The Brewer's Fork,-71.056503,24.0,722511,0.0007113655621,4.916649929e-05,2129.0,88.0,121.0,MA,7 Moulton St,Full-Service Restaurants,Restaurants and Other Eating Places,25,62,11,7,14,119.0,18,0.3076923076923077,3.806451612903226,5.0,1.0601081758164506,0.5210084033613446,0.21008403361344538,0.11764705882352941,0.09243697478991597,0.058823529411764705,0.3966386554621849,0.002836275969651847,0.9959605067552608,8,0.9135802469135803,0.6610644257703082
,,Boston,True,False,42.35425,New York Soup Exchange,-71.056623,1.0,722511,0.002066095341,0.0001442375819,2110.0,220.0,351.0,MA,133 Federal St,Full-Service Restaurants,Restaurants and Other Eating Places,3,334,3,9,0,349.0,10,0.2178649237472767,11.161290322580646,20.0,5.394721280094677,0.9570200573065902,0.008595988538681949,0.0,0.008595988538681949,0.025787965616045846,0.5776504297994268,0.008272471578151221,0.9761402950983086,46,0.4444444444444444,0.9627507163323781
,Bubble Tea Shop,Boston,False,False,42.349174,Mr Tea 茶先生,-71.083199,15.0,722515,0.0002282086327,1.614217634e-05,2116.0,38.0,38.0,MA,266 Newbury St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,3,34,0,0,0,37.0,14,0.38333333333333336,1.3225806451612903,5.0,1.5940837549168827,0.918918918918919,0.08108108108108109,0.0,0.0,0.0,0.5837837837837838,0.0008745184239759862,0.9935188796151204,81,0.012345679012345734,0.972972972972973
,"Bakery,Donut Shop",Boston,False,False,42.361966,Union Square Donuts,-71.057513,8.0,722515,0.01573304295,0.001080360629,2108.0,1848.0,2685.0,MA,100 Hanover St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,244,1985,211,100,143,2683.0,13,0.2194758784991066,85.58064516129032,126.0,29.20867546063005,0.7398434588147595,0.09094297428251957,0.05329854640327991,0.07864330972791651,0.03727171077152441,0.4802832650018636,0.06343803918787964,0.8672499279785035,31,0.6296296296296297,0.8004721083364393
,"Latin American Food,Spanish Food",Boston,False,False,42.377476,Rinconcito Salvadoreno,-71.039002,3.0,722511,0.0002578952826,1.746324751e-05,2128.0,37.0,44.0,MA,313 Meridian St,Full-Service Restaurants,Restaurants and Other Eating Places,7,36,0,0,0,43.0,7,0.08620689655172414,1.4193548387096775,4.0,1.540301469201719,0.8372093023255814,0.16279069767441862,0.0,0.0,0.0,0.5674418604651164,0.0010163322224585785,0.9937648015141746,52,0.37037037037037035,0.9457364341085273
,"Gourmet,Seafood",Boston,False,False,42.307994,Bobby Fish Market,-71.065408,2.0,722511,0.0004455701307,3.026495984e-05,2122.0,77.0,77.0,MA,312 Bowdoin St,Full-Service Restaurants,Restaurants and Other Eating Places,0,63,0,0,14,77.0,15,0.2840646651270208,2.3548387096774195,5.0,1.7142361620111513,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,0.4909090909090909,0.0017963081141128365,0.9929694773772713,9,0.9012345679012346,0.8181818181818182
,"Bakery,Coffee Shop,Internet Cafe",Boston,False,False,42.312895,The Atrium Cafe,-71.037151,135.0,722515,0.008404626909,0.0005809581496,2125.0,416.0,1450.0,MA,100 William T Morrissey Blvd,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,120,344,472,401,110,1447.0,12,0.1456447963800905,45.225806451612904,83.0,20.25914318065184,0.2377332411886662,0.082930200414651,0.07601935038009675,0.3261921216309606,0.27712508638562544,0.1758120248790601,0.034248032333546057,0.9081720633000667,13,0.8518518518518519,0.2930200414651002
,Chicken,Boston,False,False,42.329342,Royal Chicken,-71.084335,3.0,722511,0.001004297704,6.897913059e-05,2119.0,116.0,171.0,MA,2360 Washington St,Full-Service Restaurants,Restaurants and Other Eating Places,15,147,2,1,4,169.0,12,0.29357798165137616,5.483870967741935,10.0,1.720295693673985,0.8698224852071006,0.08875739644970414,0.023668639053254437,0.011834319526627219,0.005917159763313609,0.5573964497041419,0.00401805762367345,0.9929417698986082,13,0.8518518518518519,0.9289940828402365
,"Bakery,Coffee Shop,Sandwich Shop",Boston,False,False,42.338563,Flour Bakery Cafe,-71.074661,12.0,722515,0.0008936514288,6.13859437e-05,2118.0,113.0,153.0,MA,1595 Washington St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,19,113,13,0,6,151.0,13,0.04727272727272727,4.935483870967742,7.0,1.4796574117651244,0.7483443708609272,0.12582781456953643,0.039735099337748346,0.08609271523178808,0.0,0.4993377483443709,0.003592616228225673,0.9940420991703237,44,0.4691358024691358,0.8322295805739515
,Indian Food,Boston,False,False,42.343142,Wow Tikka,-71.098857,7.0,722511,0.001327433658,9.196380371e-05,2215.0,184.0,226.0,MA,84 Peterborough St,Full-Service Restaurants,Restaurants and Other Eating Places,27,176,4,9,7,223.0,16,0.4517133956386293,7.161290322580645,11.0,1.7245246973707948,0.7892376681614349,0.1210762331838565,0.03139013452914798,0.017937219730941704,0.04035874439461883,0.5219730941704036,0.005318017443097213,0.992922432590675,74,0.09876543209876543,0.8699551569506727
,"Bar or Pub,Italian Food,Late Night,Pizza",Boston,True,False,42.344849,Picco Pizza & Ice Cream,-71.070469,104.0,722511,0.005214325266,0.000362962174,2116.0,481.0,888.0,MA,513 Tremont St,Full-Service Restaurants,Restaurants and Other Eating Places,47,493,179,133,33,885.0,18,0.38570618264322176,28.580645161290324,61.0,8.46157993920981,0.5570621468926553,0.05310734463276836,0.03728813559322034,0.20225988700564973,0.15028248587570622,0.3554802259887005,0.020964806542343235,0.9621169471585297,81,0.012345679012345734,0.5924670433145008
,"Salad,Sandwich Shop",Boston,True,False,42.354487,Pennypacker's,-71.055278,43.0,722511,0.007971295738,0.0005445527386,2110.0,678.0,1377.0,MA,100 High St,Full-Service Restaurants,Restaurants and Other Eating Places,79,805,172,259,60,1375.0,14,0.21787322480083132,43.03225806451613,75.0,22.620977804609346,0.5854545454545454,0.05745454545454545,0.04363636363636364,0.12509090909090909,0.18836363636363637,0.3742545454545454,0.03252263111867451,0.8973724691911131,46,0.4444444444444444,0.6237575757575757
Starbucks,"Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",Boston,False,False,42.360983,Starbucks,-71.06652,8.0,722515,1.806039004e-05,1.199022445e-06,2114.0,2.0,3.0,MA,222 Cambridge St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,2,0,0,0,2.0,7,0.3333333333333333,0.0967741935483871,1.0,0.29565004483586066,1.0,0.0,0.0,0.0,0.0,0.6,4.7271266160864116e-05,0.9994560256388167,52,0.37037037037037035,1.0
,Ice Cream Shop,Boston,False,False,42.322202,Ben & Jerry's,-71.062287,33.0,722515,6.004858509e-05,4.244767026e-06,2127.0,9.0,10.0,MA,Massachusetts Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,7,1,0,0,8.0,15,0.3333333333333333,0.3225806451612903,2.0,0.5320136291119562,0.875,0.0,0.0,0.125,0.0,0.525,0.00021272069772388852,0.9983752426125937,38,0.5432098765432098,0.8750000000000001
,"Dessert,Smoothie & Juice Bar",Boston,False,False,42.353345,C Fruit Life,-71.132988,5.0,722515,0.000510899608,3.49091159e-05,2134.0,70.0,88.0,MA,171 Brighton Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,88,0,0,0,88.0,14,0.3,2.6451612903225805,6.0,2.430297832495144,1.0,0.0,0.0,0.0,0.0,0.6,0.0020563000779975893,0.9896952534668568,23,0.7283950617283951,1.0
,"American Food,Bar or Pub,Late Night",Boston,True,False,42.348126,Capiz Lounge,-71.039331,219.0,722511,0.006993867507,0.0004821297352,2210.0,723.0,1192.0,MA,606 Congress St,Full-Service Restaurants,Restaurants and Other Eating Places,41,633,151,321,44,1190.0,15,0.29823192927717107,37.935483870967744,86.0,12.00251447814694,0.5319327731092437,0.034453781512605045,0.03697478991596639,0.126890756302521,0.26974789915966385,0.33294117647058824,0.028150038998794584,0.9459258661238977,82,0.0,0.5549019607843138
,"American Food,Bar or Pub,Cocktail Lounge,Late Night,Seafood",Boston,True,False,42.360219,Waterline,-71.050856,134.0,722511,0.00652812579,0.0004527406946,2109.0,779.0,1120.0,MA,296 State St,Full-Service Restaurants,Restaurants and Other Eating Places,66,668,94,255,34,1117.0,20,0.30468033037626185,34.903225806451616,52.0,12.298320994005325,0.5980304386750224,0.05908683974932856,0.03043867502238138,0.08415398388540735,0.22829006266786034,0.38245299910474484,0.026448273417003475,0.9445732776430407,47,0.4320987654320988,0.6374216651745748
,Brunch,Boston,False,False,42.361072,Bella Rosa,-71.070658,3.0,722511,0.05345406955,0.003687055483,2114.0,4829.0,9149.0,MA,Charles St,Full-Service Restaurants,Restaurants and Other Eating Places,271,7640,364,769,102,9146.0,15,0.2762237762237762,289.4516129032258,361.0,49.036417480623804,0.8353378526131642,0.02963043953640936,0.011152416356877323,0.039798819155915155,0.08408047233763394,0.5130548873824623,0.21621877141979248,0.7765866936686538,52,0.37037037037037035,0.8550914789707705
Dunkin',"Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",Boston,False,False,42.349348,Dunkin',-71.104668,355.0,722515,0.0257962428,0.001795715121,2215.0,1435.0,4397.0,MA,702 Commonwealth Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,171,2417,214,1492,100,4394.0,13,0.2982835713255445,138.06451612903226,192.0,40.80633686073372,0.5500682749203459,0.03891670459717797,0.02275830678197542,0.0487027765134274,0.3395539371870733,0.3456076467910787,0.10390224302157933,0.8142191042012115,74,0.09876543209876543,0.5760127446517979
,Mexican Food,Boston,False,False,42.346948,Amelia's Taqueria,-71.087974,48.0,722511,0.001077700077,7.449445425e-05,2215.0,94.0,184.0,MA,1076 Boylston St,Full-Service Restaurants,Restaurants and Other Eating Places,12,106,8,38,17,181.0,16,0.20681818181818182,5.870967741935484,9.0,2.136351056748187,0.585635359116022,0.06629834254143646,0.09392265193370165,0.04419889502762431,0.20994475138121546,0.3779005524861878,0.0043253208537190665,0.9910393382031469,74,0.09876543209876543,0.6298342541436464
,,Boston,False,False,42.359484,Java Centrale,-71.054962,1.0,722511,0.001011050101,7.016650329e-05,2109.0,172.0,172.0,MA,111 State St,Full-Service Restaurants,Restaurants and Other Eating Places,0,172,0,0,0,172.0,2,0.14678899082568808,5.483870967741935,9.0,2.1682603066846533,1.0,0.0,0.0,0.0,0.0,0.6,0.004041693256753882,0.9908934317352938,47,0.4320987654320988,1.0
,Italian Food,Boston,False,False,42.364958,Strega,-71.053075,2.0,722511,0.0003582621505,2.489949954e-05,2113.0,55.0,60.0,MA,379 Hanover St,Full-Service Restaurants,Restaurants and Other Eating Places,5,54,0,0,0,59.0,14,0.28191489361702127,1.903225806451613,5.0,1.8024148444772892,0.9152542372881356,0.0847457627118644,0.0,0.0,0.0,0.5830508474576271,0.0013945023517454914,0.9925662764206772,40,0.5185185185185186,0.9717514124293786
,"BBQ and Southern Food,Catering",Boston,False,False,42.329791,M & M Ribs,-71.075126,18.0,722511,0.0007075769071,4.799724074e-05,2119.0,123.0,123.0,MA,102 Hampden St,Full-Service Restaurants,Restaurants and Other Eating Places,20,102,0,0,0,122.0,14,0.2484472049689441,3.774193548387097,7.0,2.4324377447108203,0.8360655737704918,0.16393442622950818,0.0,0.0,0.0,0.5672131147540983,0.002883547235812711,0.989685468622853,13,0.8518518518518519,0.9453551912568305
