BRANDS,CATEGORY_TAGS,CITY,ENCLOSED,INCLUDES_PARKING_LOT,LATITUDE,LOCATION_NAME,LONGITUDE,MEDIAN_DWELL,NAICS_CODE,NORMALIZED_VISITS_BY_TOTAL_VISITORS,NORMALIZED_VISITS_BY_TOTAL_VISITS,POSTAL_CODE,RAW_VISITOR_COUNTS,RAW_VISIT_COUNTS,REGION,STREET_ADDRESS,SUB_CATEGORY,TOP_CATEGORY,dwell_5_20,dwell_lt5,dwell_61_240,dwell_gt240,dwell_21_60,dwell_total_obs,peak_hour,evening_share,avg_daily_visits,max_daily_visits,std_daily_visits,dwell_lt5_share,dwell_5_20_share,dwell_21_60_share,dwell_61_240_share,dwell_gt240_share,fast_food_behavior_score,visit_volume_score,stability_score,zip_restaurant_count,competition_score,fast_food_behavior_score_norm
,"Halal Food,Indian Food",Boston,False,False,42.333708,Halal Indian Cuisine,-71.105348,1.0,722511,0.0002644287883,1.880243532e-05,2115.0,44.0,44.0,MA,736 Huntington Ave,Full-Service Restaurants,Restaurants and Other Eating Places,0,44,0,0,0,44.0,22,0.6964285714285714,1.5161290322580645,4.0,1.583604865630139,1.0,0.0,0.0,0.0,0.0,0.6,0.0010163322224585785,0.9935667948035344,75,0.0864197530864198,1.0
,"Burgers,Sandwich Shop",Boston,False,False,42.34105,Rondo's Sub Shop,-71.053946,7.0,722511,0.000495770722,3.374296084e-05,2127.0,68.0,86.0,MA,134 W Broadway,Full-Service Restaurants,Restaurants and Other Eating Places,15,64,0,0,6,85.0,12,0.14772727272727273,2.6451612903225805,5.0,1.4491017706591098,0.7529411764705882,0.17647058823529413,0.07058823529411765,0.0,0.0,0.5223529411764706,0.002009028811836725,0.9941818162014556,38,0.5432098765432098,0.8705882352941177
,Noodles,Boston,False,False,42.347493,Ho Toy Noodles,-71.063008,41.0,722511,0.001678185342,0.0001161318135,2111.0,141.0,286.0,MA,231 Harrison Ave,Full-Service Restaurants,Restaurants and Other Eating Places,22,179,40,29,14,284.0,16,0.27011494252873564,9.064516129032258,14.0,2.0309775791867346,0.6302816901408451,0.07746478873239436,0.04929577464788732,0.14084507042253522,0.10211267605633803,0.4091549295774648,0.006736155427923137,0.9915211631268606,66,0.19753086419753085,0.681924882629108
,"American Food,Bar or Pub,Cocktail Lounge,Late Night",Boston,True,False,42.355204,Jm Curley,-71.062429,38.0,722511,0.008905548155,0.000614056531,2111.0,941.0,1513.0,MA,21 Temple Pl,Full-Service Restaurants,Restaurants and Other Eating Places,84,1033,99,240,55,1511.0,18,0.3427087840761575,48.67741935483871,99.0,20.330157317789673,0.6836532097948379,0.05559232296492389,0.036399735274652546,0.06551952349437459,0.15883520847121113,0.43242885506287226,0.035737077217613274,0.9078473479921841,66,0.19753086419753085,0.7207147584381205
,Vietnamese Food,Boston,False,False,42.351458,Pho Pasteur,-71.062707,4.0,722511,0.02890950027,0.002000426898,2111.0,3099.0,4892.0,MA,682 Washington St,Full-Service Restaurants,Restaurants and Other Eating Places,150,3763,337,496,144,4890.0,12,0.30006101281269065,160.5483870967742,237.0,60.0939257891626,0.7695296523517382,0.03067484662576687,0.029447852760736196,0.0689161554192229,0.10143149284253579,0.47398773006134964,0.1156018813963932,0.7260257439826401,66,0.19753086419753085,0.7899795501022494
Soup Shack,"Chicken,Meats,Noodles,Salad,Soup",Boston,False,False,42.309972,Soup Shack,-71.11557,7.0,722513,2.483165461e-05,1.893701699e-06,2130.0,4.0,4.0,MA,779 Centre St,Limited-Service Restaurants,Restaurants and Other Eating Places,0,4,0,0,0,4.0,12,0.0,0.12903225806451613,2.0,0.49134020037831666,1.0,0.0,0.0,0.0,0.0,0.6,7.090689924129617e-05,0.9985612236787053,9,0.9012345679012346,1.0
,"Brunch,Coffee Shop,Smoothie & Juice Bar",Boston,False,False,42.350309,Kneeland Cafe,-71.060636,1.0,722515,0.0008911874394,6.180641002e-05,2111.0,147.0,152.0,MA,75 Kneeland St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,152,0,0,0,152.0,12,0.25572519083969464,4.870967741935484,6.0,0.8324830903589638,1.0,0.0,0.0,0.0,0.0,0.6,0.003568980595145241,0.9970013326060724,66,0.19753086419753085,1.0
,"American Food,Bar or Pub,Late Night,Seafood",Boston,False,False,42.347057,Summer Shack Boston,-71.085349,37.0,722511,0.0004883544426,3.387927451e-05,2115.0,78.0,83.0,MA,50 Dalton St,Full-Service Restaurants,Restaurants and Other Eating Places,0,58,4,0,19,81.0,15,0.21311475409836064,2.6451612903225805,5.0,1.5770202014942345,0.7160493827160493,0.0,0.2345679012345679,0.04938271604938271,0.0,0.4296296296296296,0.0019381219125954288,0.993596903473841,75,0.0864197530864198,0.7160493827160493
,"American Food,Seafood",Boston,False,False,42.385572,Royal Roast Beef & Seafood,-71.010837,11.0,722511,0.0005328912388,3.73227064e-05,2128.0,85.0,91.0,MA,752 Bennington St,Full-Service Restaurants,Restaurants and Other Eating Places,13,71,0,0,6,90.0,13,0.16153846153846155,2.903225806451613,5.0,1.4669441291486545,0.7888888888888889,0.14444444444444443,0.06666666666666667,0.0,0.0,0.5311111111111111,0.0021272069772388853,0.9941002312218474,52,0.37037037037037035,0.8851851851851852
,"Pizza,Salad,Sandwich Shop",Boston,False,False,42.36435,Pizzeria Rustico,-71.059692,1.0,722511,0.002525937967,0.0001731224921,2114.0,339.0,432.0,MA,85 Canal St,Full-Service Restaurants,Restaurants and Other Eating Places,11,395,7,8,8,429.0,17,0.38306451612903225,13.806451612903226,31.0,7.141064142434821,0.9207459207459208,0.02564102564102564,0.018648018648018648,0.016317016317016316,0.018648018648018648,0.5627039627039626,0.010186957857666218,0.9681550645080567,52,0.37037037037037035,0.9378399378399377
,"Burgers,Ice Cream Shop",Boston,False,False,42.338893,Sullivan's Castle Island,-71.013065,22.0,722513,0.0006540982794,4.597586741e-05,2127.0,93.0,112.0,MA,2080 Day Blvd,Limited-Service Restaurants,Restaurants and Other Eating Places,14,77,0,0,19,110.0,16,0.0,3.5806451612903225,5.0,1.6612120244624171,0.7,0.12727272727272726,0.17272727272727273,0.0,0.0,0.4709090909090909,0.0026235552719279585,0.993211932610036,38,0.5432098765432098,0.7848484848484848
,"Mediterranean Food,Salad,Sandwich Shop",Boston,True,False,42.353814,VERTS Mediterranean Grill,-71.058634,1.0,722513,0.00878443914,0.0006077710602,2110.0,1063.0,1501.0,MA,95 Summer St,Limited-Service Restaurants,Restaurants and Other Eating Places,61,1237,51,102,48,1499.0,17,0.26813880126182965,47.774193548387096,77.0,10.366539464964578,0.8252168112074717,0.040693795863909275,0.032021347565043365,0.03402268178785857,0.06804536357571714,0.5114076050700467,0.035453449620648086,0.953406434803662,46,0.4444444444444444,0.8523460084500778
,"Bar or Pub,Late Night,Mexican Food",Boston,False,False,42.358139,Pechilis William J Lwyr,-71.055822,2.0,722511,0.0002591654214,1.761181472e-05,2109.0,45.0,45.0,MA,Exchange Pl Ste,Full-Service Restaurants,Restaurants and Other Eating Places,0,45,0,0,0,45.0,15,0.15492957746478872,1.3548387096774193,3.0,1.2061238126348333,1.0,0.0,0.0,0.0,0.0,0.6,0.0010399678555390107,0.995292843746512,47,0.4320987654320988,1.0
Starbucks,"Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",Boston,False,False,42.360632,Starbucks,-71.053955,22.0,722515,0.0001296219065,9.108720292e-06,2109.0,14.0,22.0,MA,8 N Market St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,15,3,1,0,19.0,13,0.36363636363636365,0.7096774193548387,4.0,0.9226032029725865,0.7894736842105263,0.0,0.0,0.15789473684210525,0.05263157894736842,0.47368421052631576,0.0004963482946890732,0.9965892543735798,47,0.4320987654320988,0.7894736842105263
Starbucks,"Bakery,Coffee Shop,Counter Service,Dessert,Snacks,Tea House",Boston,False,False,42.344228,Starbucks,-71.101431,1.0,722515,0.002500291464,0.0001709943405,2215.0,434.0,434.0,MA,142-148 Brookline Avenue Trilogy,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,434,0,0,0,434.0,18,0.3870967741935484,13.290322580645162,24.0,8.703701653698092,1.0,0.0,0.0,0.0,0.0,0.6,0.010234229123827081,0.9610098348252132,74,0.09876543209876543,1.0
,"Bar or Pub,Irish Food,Irish Pub,Late Night",Boston,False,False,42.334738,The Squealing Pig,-71.102169,1.0,722511,0.0003557622282,2.431064156e-05,2120.0,62.0,62.0,MA,134 Smith St,Full-Service Restaurants,Restaurants and Other Eating Places,0,54,0,7,0,61.0,12,0.22525597269624573,1.8709677419354838,5.0,1.755028452740057,0.8852459016393442,0.0,0.0,0.0,0.11475409836065574,0.5311475409836065,0.0014417736179063556,0.9927829528093874,8,0.9135802469135803,0.8852459016393442
,"Bar or Pub,European Food,Late Night,Mediterranean Food",Boston,False,False,42.339286,Ilona,-71.080798,9.0,722511,0.0008036317285,5.554281567e-05,2118.0,137.0,137.0,MA,783 Tremont St,Full-Service Restaurants,Restaurants and Other Eating Places,19,104,0,0,13,136.0,8,0.14427860696517414,4.387096774193548,7.0,1.2359512297205173,0.7647058823529411,0.13970588235294118,0.09558823529411764,0.0,0.0,0.5147058823529411,0.00321444609893876,0.9951564565521773,44,0.4691358024691358,0.8578431372549019
,"Brunch,Coffee Shop",Boston,False,False,42.339294,Jugos Supremo,-71.079969,3.0,722513,0.0002687604356,1.828059821e-05,2118.0,38.0,46.0,MA,502 Massachusetts Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,7,38,0,0,0,45.0,18,0.27129337539432175,1.3870967741935485,3.0,1.3837168122275623,0.8444444444444444,0.15555555555555556,0.0,0.0,0.0,0.5688888888888888,0.0010636034886194426,0.9944807918387542,44,0.4691358024691358,0.948148148148148
Caffè Nero,"Breakfast,Casual Dining,Coffee Shop,Drinks,Healthy Food,Pastries,Snacks",Boston,False,False,42.338173,Caffè Nero,-71.050245,119.0,722515,0.0001294593263,9.08875293e-06,2111.0,6.0,22.0,MA,321 Broadway St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,14,2,4,0,20.0,19,0.45652173913043476,0.6774193548387096,2.0,0.7355970484510568,0.7,0.0,0.0,0.1,0.2,0.42,0.0004963482946890732,0.9974443483518892,66,0.19753086419753085,0.7
,"Brunch,Coffee Shop,Donut Shop",Boston,False,False,42.35636,Kane's Donuts Downtown,-71.052587,1.0,722515,0.0008532141804,5.954902757e-05,2110.0,95.0,145.0,MA,90 Oliver St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,7,108,11,11,7,144.0,12,0.1589958158995816,4.548387096774194,6.0,1.0422899626711943,0.75,0.04861111111111111,0.04861111111111111,0.0763888888888889,0.0763888888888889,0.4694444444444444,0.0034035311635822164,0.9960419813292058,46,0.4444444444444444,0.7824074074074073
Dunkin',"Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",Boston,False,False,42.351001,Dunkin',-71.062498,4.0,722515,0.02890950027,0.002000426898,2111.0,3099.0,4892.0,MA,16 Kneeland St # 18,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,150,3763,337,496,144,4890.0,12,0.30006101281269065,160.5483870967742,237.0,60.0939257891626,0.7695296523517382,0.03067484662576687,0.029447852760736196,0.0689161554192229,0.10143149284253579,0.47398773006134964,0.1156018813963932,0.7260257439826401,66,0.19753086419753085,0.7899795501022494
,"Bar or Pub,Italian Food,Late Night,Noodles,Wine Bar",Boston,False,False,42.339036,MIDA Boston,-71.080445,675.0,722511,0.0005457911868,3.780501111e-05,2118.0,73.0,95.0,MA,782 Tremont St,Full-Service Restaurants,Restaurants and Other Eating Places,0,76,0,14,3,93.0,16,0.058823529411764705,2.903225806451613,7.0,2.084579925342389,0.8172043010752689,0.0,0.03225806451612903,0.0,0.15053763440860216,0.4903225806451613,0.0022217495095606136,0.991276064009464,44,0.4691358024691358,0.8172043010752689
,,Boston,True,False,42.338445,Original Soupman,-71.106993,32.0,722511,0.01076632801,0.0007479816442,2115.0,935.0,1862.0,MA,350 Longwood Ave,Full-Service Restaurants,Restaurants and Other Eating Places,155,1137,140,338,89,1859.0,10,0.2656759695541863,58.483870967741936,105.0,26.028360422929666,0.6116191500806886,0.08337816030123722,0.047875201721355565,0.07530930607853685,0.18181818181818182,0.400322754168908,0.04398591316268406,0.8817920602672643,75,0.0864197530864198,0.6672045902815134
Eddie Merlot's,"Dinner,Drinks,Fine Dining,Seafood,Steak House,Wine Bar",Boston,False,False,42.34789,Eddie Merlot's,-71.040923,1.0,722511,0.05516591211,0.003830125011,2210.0,5754.0,9404.0,MA,505 Congress St,Full-Service Restaurants,Restaurants and Other Eating Places,201,8051,306,688,157,9403.0,19,0.3099323543969642,300.5483870967742,350.0,24.68751638258654,0.8562161012442837,0.02137615654578326,0.016696798893970008,0.032542805487610335,0.07316813782835266,0.5222801233648835,0.22224585785530265,0.8879231294167423,82,0.0,0.8704668722748059
Caffè Nero,"Breakfast,Casual Dining,Coffee Shop,Drinks,Healthy Food,Pastries,Snacks",Boston,False,False,42.310334,Caffè Nero,-71.276841,30.0,722515,4.631906928e-05,3.33406382e-06,2108.0,5.0,8.0,MA,339 Washington St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,4,0,1,0,5.0,8,0.09090909090909091,0.22580645161290322,1.0,0.4181123031230877,0.8,0.0,0.0,0.0,0.2,0.48,0.0001654494315630244,0.9988960615034144,31,0.6296296296296297,0.8
,Coffee Shop,Boston,True,False,42.362066,WFM Coffee Bar,-71.065525,20.0,722515,0.0123709371,0.0008473929378,2114.0,1277.0,2132.0,MA,181 Cambridge St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,173,1306,191,296,164,2130.0,12,0.21867541766109785,67.09677419354838,122.0,28.786595041968788,0.6131455399061033,0.0812206572769953,0.07699530516431925,0.08967136150234742,0.13896713615023473,0.40037558685446006,0.05036753409440072,0.8691799095092345,52,0.37037037037037035,0.6672926447574334
,Pizza,Boston,False,False,42.285551,Greek Pizza,-71.090698,10.0,722511,0.001441123361,9.946036512e-05,2124.0,181.0,245.0,MA,1132 Blue Hill Ave,Full-Service Restaurants,Restaurants and Other Eating Places,63,147,12,0,21,243.0,16,0.20116618075801748,7.741935483870968,12.0,1.759173961862707,0.6049382716049383,0.25925925925925924,0.08641975308641975,0.04938271604938271,0.0,0.4666666666666667,0.005767094471625422,0.9927639972841168,7,0.9259259259259259,0.7777777777777778
,"Bar or Pub,Italian Food,Late Night,Wine Bar",Boston,False,False,42.363388,Limoncello Ristorante,-71.053939,1.0,722511,0.01212778981,0.0008365541822,2113.0,1651.0,2049.0,MA,190 North St,Full-Service Restaurants,Restaurants and Other Eating Places,86,1779,82,43,56,2046.0,16,0.32592592592592595,67.29032258064517,149.0,27.230430734023614,0.8695014662756598,0.042033235581622676,0.02737047898338221,0.04007820136852395,0.021016617790811338,0.538514173998045,0.048405776548724855,0.8762955401813297,40,0.5185185185185186,0.8975236233300751
,Mexican Food,Boston,True,False,42.35139,Thank U Mex,-71.064582,7.0,722511,0.04969002211,0.00341347461,2116.0,5192.0,8441.0,MA,226 Tremont St,Full-Service Restaurants,Restaurants and Other Eating Places,340,6137,465,1235,262,8439.0,17,0.32118383742911155,271.61290322580646,569.0,107.43750694251467,0.7272188647944069,0.04028913378362365,0.03104633250385117,0.055101315321720586,0.14634435359639766,0.45244697239009357,0.19948474319884657,0.5095451085756691,81,0.012345679012345734,0.7540782873168227
,"Deli,Sandwich Shop",Boston,False,False,42.341019,Boston Pocket & Deli,-71.076695,15.0,722513,0.0002968215748,2.144207836e-05,2118.0,49.0,49.0,MA,682 Tremont St,Limited-Service Restaurants,Restaurants and Other Eating Places,24,24,0,0,0,48.0,0,0.25,1.7419354838709677,6.0,2.539592829130913,0.5,0.5,0.0,0.0,0.0,0.5,0.0011345103878607388,0.989195497222354,44,0.4691358024691358,0.8333333333333334
,Tea House,Boston,True,False,42.349647,Courtyard Tea Room,-71.077939,17.0,722515,0.008711572434,0.0006057702866,2116.0,1068.0,1487.0,MA,700 Boylston St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,185,844,203,140,112,1484.0,14,0.13701657458563535,47.54838709677419,76.0,15.5186437503461,0.568733153638814,0.12466307277628032,0.07547169811320754,0.13679245283018868,0.09433962264150944,0.39110512129380054,0.03512255075752204,0.9298482082772472,81,0.012345679012345734,0.6518418688230009
,Korean Food,Boston,False,False,42.287416,Sharon Korean Kitchen,-71.149393,24.0,722511,0.0005500557859,3.802044733e-05,2132.0,81.0,93.0,MA,1727 Centre St,Full-Service Restaurants,Restaurants and Other Eating Places,8,66,5,5,5,89.0,18,0.5426829268292683,3.096774193548387,5.0,1.3284684052886453,0.7415730337078652,0.0898876404494382,0.056179775280898875,0.056179775280898875,0.056179775280898875,0.4808988764044944,0.0021744782433997497,0.9947334176424638,3,0.9753086419753086,0.801498127340824
,Smoothie & Juice Bar,Boston,False,,42.347353,Jc Smoothies,-71.078876,5.0,722515,0.2484669312,0.01716951889,2116.0,21877.0,42310.0,MA,100 Huntington Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,1882,29256,3607,5749,1814,42308.0,16,0.2773195409925057,1359.6451612903227,2242.0,218.87329496944213,0.6915004254514513,0.04448331284863383,0.042876051810532285,0.08525574359459204,0.1358844662947906,0.4326935804103243,1.0,0.0,81,0.012345679012345734,0.7211559673505405
,"Bar or Pub,Cocktail Lounge,Late Night,Mexican Food",Boston,False,False,42.350676,Lolita Cocina & Tequila Bar,-71.077356,15.0,722511,0.002209411783,0.0001524161814,2116.0,281.0,376.0,MA,271 Dartmouth St,Full-Service Restaurants,Restaurants and Other Eating Places,37,256,32,5,43,373.0,13,0.30994152046783624,12.161290322580646,19.0,2.829530614140437,0.6863270777479893,0.09919571045576407,0.11528150134048257,0.08579088471849866,0.013404825737265416,0.4514745308310992,0.008863362405162022,0.9878697437749322,81,0.012345679012345734,0.7524575513851653
,Seafood,Boston,False,False,42.350597,Atlantic Sea Pride,-71.038721,48.0,722511,0.002001216141,0.0001385144205,2210.0,182.0,340.0,MA,16 Fish Pier St W,Full-Service Restaurants,Restaurants and Other Eating Places,27,212,57,15,27,338.0,19,0.418,10.903225806451612,15.0,2.248366270093758,0.6272189349112426,0.07988165680473373,0.07988165680473373,0.16863905325443787,0.04437869822485207,0.40828402366863903,0.008012479614266469,0.9905271436464709,82,0.0,0.6804733727810651
,Seafood,Boston,False,False,42.349,Constitution Lobster Clambake,-71.0312,2.0,722511,0.00221961355,0.0001550414003,2210.0,308.0,377.0,MA,8 Seafood Way,Full-Service Restaurants,Restaurants and Other Eating Places,24,325,0,6,20,375.0,15,0.14784394250513347,12.32258064516129,21.0,3.1966423591838695,0.8666666666666667,0.064,0.05333333333333334,0.0,0.016,0.5456,0.008886998038242454,0.9861911089548296,82,0.0,0.9093333333333333
,Vietnamese Food,Boston,False,False,42.311333,Nhu Lan Fast Foods,-71.058093,7.0,722511,0.0001156523502,7.906072237e-06,2125.0,20.0,20.0,MA,1155 Dorchester Ave,Full-Service Restaurants,Restaurants and Other Eating Places,0,20,0,0,0,20.0,0,0.25,0.6451612903225806,4.0,1.3331598915981822,1.0,0.0,0.0,0.0,0.0,0.6,0.00044907702852820913,0.9947119656121663,13,0.8518518518518519,1.0
,Pizza,Boston,False,False,42.374686,Nel's Diner,-71.064009,6.0,722511,0.000280718417,1.90658727e-05,2129.0,49.0,49.0,MA,124 Main St,Full-Service Restaurants,Restaurants and Other Eating Places,12,36,0,0,0,48.0,10,0.0,1.5806451612903225,6.0,2.1668200804834408,0.75,0.25,0.0,0.0,0.0,0.5499999999999999,0.0011345103878607388,0.9909000172338043,8,0.9135802469135803,0.9166666666666666
,"Pizza,Seafood",Boston,False,False,42.306575,Pete's Seafood,-71.066413,7.0,722511,0.0003433026768,2.351334539e-05,2122.0,52.0,58.0,MA,267 Bowdoin St,Full-Service Restaurants,Restaurants and Other Eating Places,0,58,0,0,0,58.0,8,0.2577777777777778,1.7419354838709677,5.0,1.777416427607214,1.0,0.0,0.0,0.0,0.0,0.6,0.0013472310855846274,0.9926805827962485,9,0.9012345679012346,1.0
,Cafeteria,Boston,False,False,42.341533,Green Room Cafe,-71.085378,120.0,722513,0.0001435692189,9.784834829e-06,2115.0,10.0,25.0,MA,255 Saint Botolph St,Limited-Service Restaurants,Restaurants and Other Eating Places,0,15,3,4,0,22.0,9,0.025,0.7419354838709677,2.0,0.6704712803492429,0.6818181818181818,0.0,0.0,0.13636363636363635,0.18181818181818182,0.40909090909090906,0.0005672551939303694,0.9977421388298503,75,0.0864197530864198,0.6818181818181818
Auntie Anne's,"Cafeteria,Catering,Counter Service,German Food,Snacks,Truck or Cart",Boston,True,False,42.36957,Auntie Anne's,-71.023625,1.0,722515,1.142397767e-05,6.95010016e-07,2128.0,2.0,2.0,MA,200 Terminal B Ste,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,2,0,0,0,2.0,15,0.5,0.06451612903225806,1.0,0.2456701001891583,1.0,0.0,0.0,0.0,0.0,0.6,2.3635633080432058e-05,0.9996845611638265,52,0.37037037037037035,1.0
,,Boston,False,False,42.342111,Net Realty,-71.084879,187.0,722511,0.009886476171,0.0006835276199,2115.0,665.0,1692.0,MA,250 Huntington Ave,Full-Service Restaurants,Restaurants and Other Eating Places,175,816,163,485,51,1690.0,13,0.24427977119084762,54.096774193548384,75.0,11.73457763086588,0.48284023668639053,0.10355029585798817,0.03017751479289941,0.09644970414201183,0.2869822485207101,0.33112426035502956,0.03996785553901061,0.9471510193027514,75,0.0864197530864198,0.5518737672583827
,"Deli,Sandwich Shop",Boston,False,False,42.325454,DJ's Market,-71.058899,5.0,722513,0.001115226439,7.675518654e-05,2125.0,145.0,189.0,MA,120 Boston St,Limited-Service Restaurants,Restaurants and Other Eating Places,7,181,0,0,0,188.0,11,0.07531380753138076,6.32258064516129,11.0,3.3829467663771355,0.9627659574468085,0.03723404255319149,0.0,0.0,0.0,0.5925531914893616,0.004443499019121227,0.9853392237474627,13,0.8518518518518519,0.9875886524822693
Dunkin',"Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",Boston,False,False,42.358141,Dunkin',-71.058076,1.0,722515,0.001251697673,8.707288196e-05,2108.0,193.0,213.0,MA,235 Washington St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,199,6,6,0,211.0,11,0.07023411371237458,6.806451612903226,8.0,0.8951249629362328,0.943127962085308,0.0,0.0,0.02843601895734597,0.02843601895734597,0.5658767772511848,0.005010754213051596,0.9967148998511297,31,0.6296296296296297,0.943127962085308
,"Bar or Pub,Italian Food,Late Night,Pizza,Sports Bar",Boston,False,False,42.334088,Penguin Pizza,-71.105458,1.0,722511,0.001098553703,7.604657721e-05,2115.0,175.0,187.0,MA,735 Huntington Ave,Full-Service Restaurants,Restaurants and Other Eating Places,0,181,0,5,0,186.0,19,0.47126436781609193,5.967741935483871,10.0,1.2822327041517283,0.9731182795698925,0.0,0.0,0.0,0.026881720430107527,0.5838709677419355,0.004396227752960363,0.9949448324471062,75,0.0864197530864198,0.9731182795698925
,American Food,Boston,False,False,42.355006,Bailey & Sage,-71.055956,2.0,722511,0.009610634673,0.000660944226,2110.0,883.0,1659.0,MA,100 Federal St,Full-Service Restaurants,Restaurants and Other Eating Places,68,1205,98,223,62,1656.0,8,0.17927964386887899,51.645161290322584,103.0,27.887502562394033,0.7276570048309179,0.04106280193236715,0.03743961352657005,0.059178743961352656,0.13466183574879226,0.45301932367149755,0.03918787964735636,0.8732910499537547,46,0.4444444444444444,0.7550322061191627
,"Buffet,Japanese Food,Sushi",Boston,False,False,42.350795,Yamato 2,-71.075754,17.0,722513,0.001684505011,0.0001139732857,2116.0,159.0,291.0,MA,545 Boylston St,Limited-Service Restaurants,Restaurants and Other Eating Places,13,198,6,59,13,289.0,14,0.0654911838790932,9.096774193548388,17.0,5.0949363775170875,0.6851211072664359,0.04498269896193772,0.04498269896193772,0.020761245674740483,0.2041522491349481,0.42906574394463665,0.0068543335933252975,0.9775110749297963,81,0.012345679012345734,0.7151095732410611
,Indian Food,Boston,False,False,42.343279,Mela,-71.072509,51.0,722511,0.0003491608876,2.39399682e-05,2118.0,45.0,60.0,MA,578 Tremont St,Full-Service Restaurants,Restaurants and Other Eating Places,0,45,0,0,15,60.0,13,0.23741007194244604,1.8709677419354838,6.0,2.310452203802578,0.75,0.0,0.25,0.0,0.0,0.44999999999999996,0.0013945023517454914,0.9902432529467879,44,0.4691358024691358,0.75
Jimmy John's,"Catering,Counter Service,Deli,Dinner,Lunch,Sandwich Shop",Boston,False,False,42.344821,Jimmy John's,-71.043453,3.0,722513,4.071881631e-05,2.843516791e-06,2210.0,6.0,7.0,MA,413 D St,Limited-Service Restaurants,Restaurants and Other Eating Places,0,6,0,0,0,6.0,12,0.0,0.22580645161290322,2.0,0.489217770583971,1.0,0.0,0.0,0.0,0.0,0.6,0.00014181379848259235,0.9985709285835581,82,0.0,1.0
,Coffee Shop,Boston,True,False,42.357167,Render Coffee,-71.057463,12.0,722515,0.007136473973,0.0004937101517,2109.0,770.0,1213.0,MA,121 Devonshire St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,48,838,74,212,38,1210.0,12,0.19878658101356175,39.0,56.0,10.308155243113534,0.6925619834710743,0.03966942148760331,0.03140495867768595,0.06115702479338843,0.17520661157024794,0.4314049586776859,0.028646387293483656,0.9536733992608525,47,0.4320987654320988,0.7190082644628099
,"Caribbean Food,Latin American Food",Boston,False,False,42.342219,Vejigantes,-71.072854,7.0,722511,0.0008776261213,5.913095416e-05,2118.0,64.0,151.0,MA,57 W Dedham St,Full-Service Restaurants,Restaurants and Other Eating Places,17,133,0,0,0,150.0,16,0.21038961038961038,4.645161290322581,10.0,3.441196220153442,0.8866666666666667,0.11333333333333333,0.0,0.0,0.0,0.5773333333333334,0.003545344962064809,0.985072875523302,44,0.4691358024691358,0.9622222222222223
,"Greek Food,Mediterranean Food",Boston,True,False,42.353803,Daphne's Mediterranean,-71.058651,1.0,722511,0.00878443914,0.0006077710602,2110.0,1063.0,1501.0,MA,95 Summer St,Full-Service Restaurants,Restaurants and Other Eating Places,61,1237,51,102,48,1499.0,17,0.26813880126182965,47.774193548387096,77.0,10.366539464964578,0.8252168112074717,0.040693795863909275,0.032021347565043365,0.03402268178785857,0.06804536357571714,0.5114076050700467,0.035453449620648086,0.953406434803662,46,0.4444444444444444,0.8523460084500778
Subway,"Breakfast,Counter Service,Dinner,Lunch,Sandwich Shop",Boston,False,False,42.333246,Subway,-71.102558,1.0,722513,1.138534732e-05,8.445774409e-07,2120.0,2.0,2.0,MA,1578 Tremont St Ste 1,Limited-Service Restaurants,Restaurants and Other Eating Places,0,2,0,0,0,2.0,9,0.0,0.06451612903225806,1.0,0.24567010018915833,1.0,0.0,0.0,0.0,0.0,0.6,2.3635633080432058e-05,0.9996845611638265,8,0.9135802469135803,1.0
Clover Food Lab,"Catering,Counter Service,Dinner,Fast Food,Healthy Food,Kosher Food,Lunch,Sandwich Shop",Boston,False,False,42.348298,Clover Food Lab,-71.087965,8.0,722513,0.005479512807,0.0003794130921,2105.0,706.0,925.0,MA,Newbury St @ Mass Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,69,673,69,10,101,922.0,15,0.23699421965317918,29.870967741935484,58.0,11.065033374536409,0.7299349240780911,0.07483731019522777,0.10954446854663774,0.07483731019522777,0.010845986984815618,0.4678958785249458,0.021839324966319223,0.9502125402631916,1,1.0,0.779826464208243
